Community_Name,Sector,Side,Per_capita_income,Percent_unemployed,Percent_without_diploma,Percent_households_below_poverty,Neighborhood,Ward,ZIP,Police_District,Unit_ID,Violation_ID,Issued_year,Time_of_day,License_plate_origin,Vehicle_type
Loop,Loop,Central,65526,5.7,3.1,14.7,PR,4,60605,1,502,79,2012,Evening,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60659,24,24,28,2015,Evening,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,498,10,2007,Morning,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,498,185,2016,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60661,1,1,65,2012,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,36,60622,12,1,179,1999,Overnight,In-state,Other
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60610,18,18,113,2002,Morning,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,5,60649,3,3,10,2017,Midday,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60605,1,152,163,2007,Overnight,Out-of-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60639,25,498,6,2014,Morning,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,10,19,105,2010,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,502,10,2014,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60611,18,18,1,2014,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,1,60642,14,498,6,2017,Morning,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60659,24,498,1,2005,Midday,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60645,24,24,113,1999,AfterWork,Out-of-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,498,44,2011,Midday,In-state,PAS
Norwood Park,Other N/NW Side,Far North Side,32875,9,11.5,5.4,NP2,41,60631,16,498,10,2016,Morning,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,28,60612,11,253,154,2005,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,12,498,105,2007,Midday,In-state,TMP
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,498,44,2005,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,498,113,2014,Midday,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60626,24,24,105,2006,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,18,6,2003,Morning,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,498,6,2007,Morning,In-state,TMP
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,4,60615,2,21,113,2004,AfterWork,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,729,26,2011,Midday,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,24,60623,10,498,6,2007,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,79,1999,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60613,19,498,113,2012,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,4,60605,1,498,79,2001,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,2,60611,18,502,79,2013,Morning,Out-of-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,4,60615,2,498,113,2013,Midday,In-state,PAS
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60616,9,498,113,2016,Midday,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,8,10,2008,Midday,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,10,28,2005,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,498,154,2008,Midday,In-state,TRK
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,502,44,2014,Midday,In-state,TMP
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60605,1,502,113,2017,AfterWork,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,9,1,2012,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,42,60611,18,729,79,2015,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,27,60610,18,498,44,2012,Morning,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,17,60636,7,24,1,2002,Morning,In-state,TMP
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,36,60622,12,13,113,2004,AfterWork,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,498,113,2007,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,OT,43,60614,18,729,113,2013,AfterWork,In-state,PAS
Calumet Heights,Other S/SE/SW Side,Far Southeast Side,28887,20,11,11.5,CH,8,60617,4,498,26,2008,Morning,Out-of-state,PAS
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,47,60625,19,498,113,2017,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,25,60607,12,12,65,2002,AfterWork,In-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,27,60651,11,12,154,2001,AfterWork,In-state,PAS
North Center,Other N/NW Side,North Side,57123,5.2,4.5,7.5,NC2,32,60618,19,19,6,2015,Morning,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,0,105,1996,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,23,65,2008,Evening,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,32,60647,14,498,6,2005,Midday,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,GC2,2,60611,18,498,10,2005,Morning,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,48,60640,20,19,10,2015,Midday,Out-of-state,PAS
West Lawn,Other S/SE/SW Side,Southwest Side,16907,9.6,33.6,14.9,WL1,13,60629,8,8,105,2002,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,502,178,2009,Evening,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,42,60601,1,498,27,2017,Morning,In-state,TRK
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,24,60623,10,10,105,2000,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,27,60607,12,3,123,2005,Midday,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,20,60609,9,729,113,2015,Midday,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,6,60619,6,498,6,2000,Morning,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60659,24,498,44,2010,Morning,In-state,PAS
Avondale,Other N/NW Side,North Side,20039,9.2,24.7,15.3,A4,35,60618,17,17,105,2001,AfterWork,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,12,105,2003,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,26,2009,AfterWork,In-state,TRK
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,12,60609,9,19,123,2001,Morning,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,498,8,2000,Morning,Out-of-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60619,6,498,154,2005,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60612,11,18,185,2013,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,W2,44,60613,19,502,113,2017,Evening,Out-of-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,163,2009,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,HP1,36,60622,12,502,10,2011,Evening,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,OT,43,60614,18,18,6,2006,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,15,11,2003,Overnight,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,502,123,2011,Evening,In-state,Other
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,6,28,1998,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,3,3,105,2002,Morning,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,35,60647,14,498,10,2008,Overnight,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,17,60636,7,24,10,2011,Morning,In-state,PAS
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,JP1,5,60649,3,3,45,2017,Midday,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,501,123,2006,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60651,15,15,28,2011,AfterWork,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,163,2011,Morning,In-state,PAS
Washington Heights,Other S/SE/SW Side,Far Southwest Side,19713,20.8,13.7,16.9,WH,21,60643,22,22,154,2014,Morning,In-state,Other
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60608,12,502,10,2014,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,10,136,1999,Midday,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,498,26,2012,Morning,In-state,PAS
South Chicago,Other S/SE/SW Side,Far Southeast Side,16579,19.7,26.6,29.8,SC,7,60617,4,4,10,2008,Midday,Out-of-state,Other
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60602,1,0,2,1996,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,34,60607,12,502,10,2016,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,2,60611,18,18,26,2010,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,4,4,116,2017,Overnight,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,18,60629,8,8,10,2012,AfterWork,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,Sa,43,60614,19,502,26,2010,Midday,Out-of-state,TMP
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,1,10,2002,Overnight,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,498,178,2014,Morning,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,2,28,1998,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,10,110,2005,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,498,26,2009,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,728,26,2010,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,502,44,2018,Evening,Out-of-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,HP1,26,60622,14,0,6,1998,Morning,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,502,113,2017,Evening,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60604,1,1,79,2005,Midday,In-state,PAS
Douglas,Other S/SE/SW Side,South Side,23791,18.2,14.3,29.6,D1,4,60616,1,21,123,2005,Morning,In-state,PAS
Humboldt Park,Other W Side,West Side,13781,17.3,35.4,33.9,HP1,27,60651,11,502,44,2007,Evening,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,39,60630,17,498,185,2017,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60612,12,0,105,1997,Midday,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60619,3,3,6,2008,Morning,In-state,PAS
East Side,Other S/SE/SW Side,Far Southeast Side,17104,12.1,31.9,19.2,ES,10,60617,4,498,144,2009,Morning,In-state,TRK
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,24,60624,11,498,154,2012,Morning,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,212,10,2013,Midday,In-state,TMP
West Elsdon,Other S/SE/SW Side,Southwest Side,15754,16.7,37,15.6,WE,13,60629,8,17,53,2005,Morning,In-state,Other
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,48,60640,20,11,113,2001,AfterWork,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,1,2004,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,Sa,43,60614,19,498,66,2002,Morning,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,498,112,2017,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,12,498,10,2005,Midday,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,24,498,90,2017,Midday,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,9,123,2001,Midday,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,17,60629,8,22,65,2013,Morning,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,45,60641,16,498,6,2011,Morning,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,0,113,1996,Midday,In-state,PAS
West Pullman,Other S/SE/SW Side,Far Southeast Side,16563,19.4,20.5,25.9,WP1,9,60628,5,5,123,2000,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,S,42,60611,18,18,10,2012,Evening,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,16,16,1,2014,Overnight,In-state,PAS
Greater Grand Crossing,Other S/SE/SW Side,South Side,17285,23,16.5,29.6,GC1,6,60619,3,3,185,2017,Overnight,In-state,TMP
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,28,60607,1,502,79,2018,Morning,In-state,TRK
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,16,1,2014,AfterWork,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60651,15,15,110,2011,AfterWork,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,154,2015,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,HP1,36,60622,12,498,6,2004,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,13,105,1999,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60613,19,0,65,1997,Overnight,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60653,2,498,6,2017,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,502,26,2009,AfterWork,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,44,2005,AfterWork,Out-of-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,35,60647,25,501,123,2004,Morning,In-state,PAS
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,50,60659,24,8,90,2006,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,22,60623,10,498,10,2005,Midday,In-state,TRK
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,16,60609,9,9,65,2015,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,44,2006,AfterWork,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60611,18,18,27,2011,Midday,In-state,PAS
Oakland,Other S/SE/SW Side,South Side,19252,28.7,18.4,39.7,O,4,60653,2,0,113,1997,Morning,In-state,PAS
Washington Heights,Other S/SE/SW Side,Far Southwest Side,19713,20.8,13.7,16.9,WH,21,60643,22,22,185,2017,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,10,1,2014,Midday,In-state,PAS
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,W1,20,60637,3,498,6,2006,Morning,In-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,39,60641,17,17,105,2015,Midday,In-state,Other
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60616,12,1,27,2004,Overnight,In-state,PAS
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60609,9,19,123,2000,AfterWork,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,498,154,2010,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,498,26,2011,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,42,60601,1,498,79,2016,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,152,26,2008,Midday,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60636,8,24,44,2007,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,27,60607,12,12,105,2011,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,163,2016,Evening,In-state,PAS
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,13,60629,8,51,10,2011,Midday,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,16,498,6,2010,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,23,123,2008,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,27,60612,12,498,113,2006,Midday,In-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,35,60618,17,498,116,2017,Midday,In-state,Other
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,18,60620,6,312,185,2017,Evening,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60616,1,1,10,2010,Midday,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,21,123,2001,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,28,60608,10,0,163,1997,Morning,In-state,PAS
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60616,9,9,154,2006,Midday,In-state,PAS
Hegewisch,Other S/SE/SW Side,Far Southeast Side,22677,9.6,19.2,17.1,H1,10,60633,4,4,6,2008,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60651,15,15,65,2015,Morning,In-state,PAS
South Chicago,Other S/SE/SW Side,Far Southeast Side,16579,19.7,26.6,29.8,SC,10,60617,4,4,123,2010,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,1,154,2004,AfterWork,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,498,27,2017,Midday,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60660,20,20,123,2002,Evening,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,36,60639,25,25,105,2009,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,B2,44,60657,19,498,113,2006,Midday,Out-of-state,PAS
Irving Park,Other N/NW Side,Northwest Side,27249,10,22.4,13.1,IP,35,60618,17,17,44,2007,Overnight,In-state,PAS
Calumet Heights,Other S/SE/SW Side,Far Southeast Side,28887,20,11,11.5,CH,7,60617,4,9,44,2003,Morning,In-state,PAS
Grand Boulevard,Other S/SE/SW Side,South Side,23472,24.3,15.9,29.3,GB,3,60653,2,2,10,2016,AfterWork,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,7,116,2018,Evening,In-state,TMP
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,44,2007,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60610,18,498,79,2001,Midday,Out-of-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,B2,44,60657,19,19,163,2016,Morning,In-state,PAS
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,47,60625,19,728,26,2010,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,502,26,2010,AfterWork,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,35,60647,25,498,6,2010,Morning,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,17,60636,7,24,6,2011,Morning,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60610,18,18,6,2013,Morning,In-state,PAS
North Center,Other N/NW Side,North Side,57123,5.2,4.5,7.5,NC2,32,60657,19,19,65,2008,Midday,In-state,PAS
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,47,60640,19,729,113,2012,AfterWork,In-state,PAS
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,W1,20,60637,3,498,144,2014,Midday,In-state,TRK
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,15,60632,9,9,179,2016,Overnight,In-state,TMP
West Ridge,Other N/NW Side,Far North Side,23040,8.8,20.8,17.2,WR,40,60659,24,24,124,2009,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,6,2013,Morning,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,123,2002,Morning,In-state,TMP
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,1,60642,14,498,10,2010,Morning,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,498,10,2016,Morning,Out-of-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,6,2004,Morning,Out-of-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,10,2015,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,701,10,2016,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,27,2006,Midday,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,17,6,2009,Morning,In-state,TMP
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,14,154,2008,AfterWork,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,729,113,2013,Midday,In-state,PAS
